date,title,text,匯銀主管
2018/6/19,兩個原因 台幣易貶難升,"新台幣匯率上周五重返「3」字頭，令出口商大為振奮。第3季新台幣匯率是否維持30元以下價位，匯銀主管表示，因美國聯準會(Fed)今年升息次數增至四次，加上第3季為上市櫃公司發放現金股利旺季，若外資領到股息後大舉匯出，新台幣匯率將易貶難升。

展望下周新台幣匯率走勢，匯銀主管說，周四最大變數就是央行理監事會議，但對於央行本次利率決策，維持不變幾乎已成為市場共識，對匯市影響不大。

匯銀主管強調，左右新台幣匯率的主要力量仍為外資，時序進入上市公司股利發放旺季，若外資領到股息後大舉撤出，將使新台幣匯率承受巨大貶值壓力。

匯銀主管舉例說，以權值股台積電而言，每股配發8元、外資持股八成推算，外資將領到逾1,650億元的現金股利，若外資領到股息後大舉匯出，新台幣匯率就有機會貶向30.5元。

上周五受歐洲央行宣布以「鴿」派方式結束大規模購債計畫，與美國聯準會貨幣政策偏「鷹」態度背道而馳影響，激勵美元指數飆高。

上周五外資大賣台股後撤出，估計一日匯出逾5億美元，新台幣匯率終場貶值6.4分，收30.002元，連七貶、為逾半個月新低，在出口商與外資積極對作下，匯市爆出18.04億美元的成交巨量，為逾兩個月來最大。","匯銀主管表示，因美國聯準會(Fed)今年升息次數增至四次，加上第3季為上市櫃公司發放現金股利旺季，若外資領到股息後大舉匯出，新台幣匯率將易貶難升。

展望下周新台幣匯率走勢，匯銀主管說，周四最大變數就是央行理監事會議，但對於央行本次利率決策，維持不變幾乎已成為市場共識，對匯市影響不大。

匯銀主管強調，左右新台幣匯率的主要力量仍為外資，時序進入上市公司股利發放旺季，若外資領到股息後大舉撤出，將使新台幣匯率承受巨大貶值壓力。

匯銀主管舉例說，以權值股台積電而言，每股配發8元、外資持股八成推算，外資將領到逾1,650億元的現金股利，若外資領到股息後大舉匯出，新台幣匯率就有機會貶向30.5元。"
2018/6/16,匯 外資落跑台幣貶,"相較美國聯準會（Fed）貨幣政策偏「鷹」，歐洲央行（ECB）宣布以「鴿」派方式結束大規模購債計畫，令美元指數飆高；外資昨（15）日大賣台股後撤出，估計匯出逾5億美元，新台幣匯率貶值6.4分，收30.002元，連七貶、為逾半個月新低。

因出口商積極拋匯，國內兩大匯市總成交量暴增至18.04億美元，為逾兩個月來最大。

美元走勢一枝獨秀，主要亞幣昨日走勢全盤皆墨；央行資料顯示，台北匯市收盤時，我國主要貿易對手國韓元對美元重貶1.33%，星幣貶值0.83%，人民幣貶值0.38%，新台幣貶幅0.21%仍相對穩定。累計本周，新台幣對美元共貶值1.86角，貶幅0.62%。

ECB召開貨幣決策會議，決議今年底結束購債計畫，消息一出，歐元對美元匯率應聲重貶，美元指數則衝破95大關，創下近七個月新高。

新台幣匯率重返「3」字頭，匯銀主管認為，按歷史經驗，要突破整數關卡，須反覆測試才能站穩，估計近期新台幣匯率將於29.8~30.2元區間震盪。

匯銀主管指出，外資昨日上午積極敲進美元，午後卻有買有賣，加上出口商趕在連假前積極拋匯，使台北匯市昨日爆出逾18億美元成交巨量。

展望下周新台幣匯率走勢，匯銀主管說，下周四（21日）有中央銀行理監事會議，市場押寶央行利率將維持不變，但央行總裁楊金龍會後談話，是否對未來利率走勢做出暗示，才是金融圈關注焦點。

時序進入上市公司股利發放旺季，若外資領到股息後大舉撤出，將使新台幣匯率承受較大貶值壓力。","匯銀主管認為，按歷史經驗，要突破整數關卡，須反覆測試才能站穩，估計近期新台幣匯率將於29.8~30.2元區間震盪。

匯銀主管指出，外資昨日上午積極敲進美元，午後卻有買有賣，加上出口商趕在連假前積極拋匯，使台北匯市昨日爆出逾18億美元成交巨量。

展望下周新台幣匯率走勢，匯銀主管說，下周四（21日）有中央銀行理監事會議，市場押寶央行利率將維持不變，但央行總裁楊金龍會後談話，是否對未來利率走勢做出暗示，才是金融圈關注焦點。"
2018/6/15,Fed升息1碼 美亞股慘綠,"美國聯邦準備理事會（Fed）聯邦公開市場委員會（FOMC）十三日會議決定升息一碼（零點二五個百分點），聯邦基金利率目標區間為百分之一點七五到百分之二。雖然符合市場預期，但市場預測今年內Fed將再升息二碼，加上聯準會會後聲明偏向「鷹派」，造成美股、亞股一片慘綠。

亞股昨天一片倒，日、韓、港股跌幅較重，跌幅在百分之零點一八到百分之一點八四之間。外資昨天也大幅賣超台股一百四十四億元，台股收盤大跌一百五十九點，跌幅百分之一點四三。

美國已兩度升息，目前看起來，下半年還有兩次升息機會；匯銀主管說，美國今年可能四度升息，有助美元雙率雙升、增加外資鮭魚返鄉的誘因。

Fed會後聲明的措辭顯示，Fed對經濟展望更加篤定，緊縮立場也更明確。Fed強調美國經濟活動「堅實」上升，失業率持續「下降」，家庭支出成長「上升」，並預期將進一步「漸進式提高」利率。聲明中仍強調「對稱性通膨目標」，暗示Fed不會因為通膨率暫時超過百分之二目標就立即加速升息。

主席鮑爾在會後記者會中表示，美國經濟情勢良好，而且通膨率已經接近百分之二的目標，近來通膨數據令人鼓舞，預期就業市場將保持強勁動能。鮑爾並宣布，計畫從明年一月起每次FOMC會後都會舉行記者會，不再隔次舉行，以加強與金融市場溝通，但強調「這並不是在暗示什麼」。

Fed雖將今年國內生產毛額（GDP）預估成長率上修為百分之二點八，但預測明年成長率降至百分之二點四，都未達到川普所希望的百分之三以上水準，也未下修長期「自然失業率」，顯示Fed對減稅及擴張公共支出政策的長期刺激效果不樂觀。",美國已兩度升息，目前看起來，下半年還有兩次升息機會；匯銀主管說，美國今年可能四度升息，有助美元雙率雙升、增加外資鮭魚返鄉的誘因。
2018/6/15,央行跟進？利率可能連8凍,"美國聯準會宣布升息一碼，並暗示今年可能升息四次，市場解讀聯準會利率決策偏「鷹」派，引發一波外資出走潮。中央銀行將於下周四（廿一日）舉行理監事會，市場預期利率「連八凍」、維持現行的百分之一點三七五不變。

聯準會宣布升息後，由於港幣和美元採聯繫匯率，香港金融管理局也跟進將基本利率上調廿五個基點至百分之二點二五。

大陸人民銀行有別於前兩次跟進聯準會升息動作調高市場操作利率，變相升息，這次人行維持公開市場利率不變。大陸國家統計局新聞發言人毛盛勇表示，從大陸過往的經驗和現實情況看，聯準會升息對大陸經濟短期來看影響有限。

新台幣方面，受到聯準會升息的影響，匯銀主管指出，外資昨天自台灣等亞洲新興市場撤出，新台幣匯率終場貶值四點八分，收廿九點九三八元，連六天收貶，跌至近半個月新低。

今年以來，美國已兩度升息，目前看起來，下半年還有兩次升息機會。對於美國升息次數增至四次後，台灣央行是否跟進？央行官員回應，「每個國家經濟情況不同，貨幣政策不必然跟著美國走」；至於央行是否升息，要看物價漲幅，以及未來通膨預期而定。

銀行主管分析，央行升息有幾個前兆，首先是通膨率飆破百分之二，再來是經濟成長率至少要超過百分之三，另外則是金融業隔拆利率漲破百分之?點二。

根據央行公布的第一季理監事會議議事錄摘要，多名理事認為，國內外經濟前景仍具不確定性，加上新台幣匯率升值，若再升息，將推升新台幣匯率，衝擊企業投資布局。銀行主管解讀，議事錄摘要內容釋出多項「鴿派」訊息，台灣若要升息，最快也是第三季後的事。",匯銀主管指出，外資昨天自台灣等亞洲新興市場撤出，新台幣匯率終場貶值四點八分，收廿九點九三八元，連六天收貶，跌至近半個月新低。
2018/6/15,台幣連六貶 成交量放大,"美國聯準會（Fed）宣布升息1碼，並暗示今年可能升息四次，台灣金融市場對此解讀，聯準會利率決策偏「鷹」派，恐引發一波外資出走潮。匯銀主管指出，外資昨（14）日自台灣等亞洲新興市場撤出，新台幣匯率終場貶值4.8分，收29.938元，連六日收貶，跌至近半個月新低，成交量放大至14.14億美元。

至於外資昨日的動向，外匯交易員表示，確實已出現匯出的跡象，但金額並不大，今日匯市交易的觀察焦點，就是要看外資匯出的情況是否明顯擴大。

中央銀行將於下周四（21日）舉行理監事會，市場預期利率「連八凍」、維持現行的1.375%不變。

對於美國升息，台灣央行是否跟進？銀行主管分析，央行升息有幾個前兆，首先是通膨率飆破2%，再來是經濟成長率至少要超過3%，另外則是金融業隔拆利率漲破0.2%。就目前來看，這三項條件都尚未滿足。",匯銀主管指出，外資昨（14）日自台灣等亞洲新興市場撤出，新台幣匯率終場貶值4.8分，收29.938元，連六日收貶，跌至近半個月新低，成交量放大至14.14億美元。
2018/6/2,歐元危機解除 帶動我股匯雙漲,"外資回補，亞股由黑翻紅，台灣金融市場昨天股匯雙漲，台股上漲逾七十四點；新台幣兌美元匯率以廿九點八六四元兌一美元作收，勁揚一點一六角，匯價連二升，並創半個月新高，台北及元大外匯經紀公司成交量放大為十四點七一億美元。

匯銀主管表示，義大利終於組閣成功，歐元危機化解，歐洲股市反彈、歐元回檔，帶動市場情緒好轉，非美貨幣走揚，台灣股匯雙漲。

美國宣布昨天起將對自歐盟、加拿大和墨西哥進口的鋼鋁課徵關稅，美股下跌，但國際市場反而相對冷靜。「大家對川普的善變都有經驗了啦」，匯銀主管表示，美國下周將與各貿易爭端國進行談判，先耍狠以創造談判籌碼，是美國總統川普的慣用手法，「市場好像開始處變不驚了」。

外匯交易員表示，新台幣兌美元匯率昨以平盤開出後，外資持續匯入帶動下，隨即升逾一角，台股也在三大法人買盤同步歸隊下，加權指數順利上攻突破一萬零九百點。

受到歐洲地區政治風險、美中貿易戰隱憂等不確定因素影響，本周新台幣呈現先貶後升走勢，一度貶破卅元整數大關，之後在外資回補、出口商月底拋匯等推升下，新台幣匯率迅速翻揚，累計單周升值八點一分，升幅百分之?點二七，幾乎快回到本波起跌點。

展望後市，匯銀主管指出，若掀起貿易戰，將有利美元走強，但從國際氣氛來看，接下來川金會、中美貿易談判等，應會順利進行；從基本面上來看，美國經濟表現相對佳，新台幣不可能強升也不會大貶，預期下周新台幣匯率將呈現區間震盪整理格局，但「幅度不大」。","匯銀主管表示，義大利終於組閣成功，歐元危機化解，歐洲股市反彈、歐元回檔，帶動市場情緒好轉，非美貨幣走揚，台灣股匯雙漲。

美國宣布昨天起將對自歐盟、加拿大和墨西哥進口的鋼鋁課徵關稅，美股下跌，但國際市場反而相對冷靜。「大家對川普的善變都有經驗了啦」，匯銀主管表示，美國下周將與各貿易爭端國進行談判，先耍狠以創造談判籌碼，是美國總統川普的慣用手法，「市場好像開始處變不驚了」匯銀主管指出，若掀起貿易戰，將有利美元走強，但從國際氣氛來看，接下來川金會、中美貿易談判等，應會順利進行；從基本面上來看，美國經濟表現相對佳，新台幣不可能強升也不會大貶，預期下周新台幣匯率將呈現區間震盪整理格局，但「幅度不大」。"
2018/6/2,匯價升至29.8 半個月新高,"台北股匯市昨（1）日上演雙漲行情。在外資大舉匯入下，新台幣匯率收盤勁升1.16角，收29.864元，連兩日升值，締造半個月新高，總成交量為14.71億美元。

國際金融市場波動劇烈，新台幣匯率本周如海波浪般先貶後升，周間一度闖破30元大關，但接近周末，匯價連兩日走揚，累計全周升值8.1分，升幅0.27%。

展望下周，匯銀主管認為，國際美元強弱及外資動向，仍是影響新台幣匯率最重要的兩大因素；短期內，估計新台幣匯率震盪區間為29.8~30.2元。

根據台灣證券交易所資料顯示，外資中止連三日賣超，昨日加碼台股23億元，使台股指數昨日連兩漲。而外資左手買台股、右手持續匯入，估計昨日匯入金額約3億~5億美元。

匯銀主管分析，國際金融市場詭譎多變，受歐洲地區政治風險、美中貿易戰隱憂等不確定因素接連襲擊下，新台幣匯率本周一度貶破30元大關，隨後在國際美元轉弱、外資反轉匯入下，新台幣匯率逆勢翻漲。

「新台幣先前貶多了，外資獲利了結」，匯銀主管說。但接下來仍須留意外資匯入潮是否延續，以及美國公布非農就業報告等數據表現。

「美國6月很可能還會再升息」，匯銀主管表示，根據聯邦基金利率期貨合約，市場預期美國升息機率高於90%，而美國升息有助國際美元維持強勢，新台幣等非美貨幣未來仍有貶值空間，「只是新台幣匯率跌深後，要慎防外資獲利了結賣壓回馬槍。」","匯銀主管認為，國際美元強弱及外資動向，仍是影響新台幣匯率最重要的兩大因素；短期內，估計新台幣匯率震盪區間為29.8~30.2元。匯銀主管分析，國際金融市場詭譎多變，受歐洲地區政治風險、美中貿易戰隱憂等不確定因素接連襲擊下，新台幣匯率本周一度貶破30元大關，隨後在國際美元轉弱、外資反轉匯入下，新台幣匯率逆勢翻漲。新台幣先前貶多了，外資獲利了結」，匯銀主管說。但接下來仍須留意外資匯入潮是否延續，以及美國公布非農就業報告等數據表現。

「美國6月很可能還會再升息」，匯銀主管表示，根據聯邦基金利率期貨合約，市場預期美國升息機率高於90%，而美國升息有助國際美元維持強勢，新台幣等非美貨幣未來仍有貶值空間，「只是新台幣匯率跌深後，要慎防外資獲利了結賣壓回馬槍。」"
2018/6/2,短率透玄機 央行利率估連八凍,"中央銀行昨（1）日標售364天期定存單1,700億元，得標利率落於0.481%，符合市場預期，較前一個月下跌0.4個基本點，為四個月新低。國銀資調主管指出，從得標利率微幅下跌觀察，金融市場押寶央行6月21日登場的理監事會，貼放利率將維持現行1.375%不變，連八凍。

除央行定存單標售利率外，國銀主管還說，金融業隔夜拆款利率昨日收在0.191%，維持5月底水準；而隔拆利率未見明顯攀升，代表市場估計，台灣官方利率不會跟進美國調漲。

「5月有繳稅因素，資金通常會比較緊，通常6月上旬就會恢復寬鬆」，匯銀主管說。

美國聯準會啟動升息循環，今年仍有多次升息機會。根據聯邦基金利率期貨報價顯示，聯準會6月中升息的機率超過90%。即使美國利率步步高升，但國銀主管認為，台灣經濟成長與通膨走勢尚屬溫和，並未具備央行升息條件，台灣不會跟進美國調升利率。

主計總處預估，今年經濟成長率為2.6%，看在匯銀主管眼中，經濟成長率未達3%，仍屬非常溫和的成長幅度；另外，今年消費者物價指數預估為1.49%，距離央行通膨警戒線2%，也還有一大段距離。

不過，為避免國內資金過度充裕、助長通膨氣焰，中央銀行每月固定標售364天期與2年期定期存單，目前每月標售金額為1,700億元與400億元。此外，央行每日對金融機構開出短天期定存單申購窗口，發行28、91、182天期定存單，採固定利率0.59%、0.65%和0.77%計息，昨日還加開一期7天期定存單，利率為0.2%。截至昨日，央行發行定存單餘額高達7.79兆元。","「5月有繳稅因素，資金通常會比較緊，通常6月上旬就會恢復寬鬆」，匯銀主管說。

美國聯準會啟動升息循環，今年仍有多次升息機會。根據聯邦基金利率期貨報價顯示，聯準會6月中升息的機率超過90%。即使美國利率步步高升，但國銀主管認為，台灣經濟成長與通膨走勢尚屬溫和，並未具備央行升息條件，台灣不會跟進美國調升利率。

主計總處預估，今年經濟成長率為2.6%，看在匯銀主管眼中，經濟成長率未達3%，仍屬非常溫和的成長幅度；另外，今年消費者物價指數預估為1.49%，距離央行通膨警戒線2%，也還有一大段距離。"
2018/5/31,股匯雙殺 台幣回3字頭,"義大利政局動盪，歐洲政治風險提高，加上美中貿易戰又起，使歐美股市重挫。昨天台灣金融市場股匯雙殺，在利空罩頂下，外資賣超台股逾一百五十億元，加權指數大跌逾百點，新台幣匯率開盤就貶破卅元整數大關，重現「三」字頭價位。

終場新台幣兌美元匯率以卅點?五元作收，貶值六點二分，創逾六個月新低，台北及元太兩大匯市成交金額擴大為十七點六六億美元。

匯銀主管認為，雖然國際市場動盪不安，資金風險趨避意識升溫，但亞洲在經濟成長及外匯存底都相對其他市場好，資金撤出速度不會太快，昨天星幣及泰銖都相對穩定，預估新台幣後續將呈緩貶的格局。

外匯交易員表示，昨天義大利政治危機升溫，民粹意識高漲，引發義大利可能退出歐元區的憂慮，外界憂慮歐債危機又起，資金撤出，歐元重貶。

另外，川普對俄羅斯和伊朗重啟制裁的問題尚未解決，美國卻又意外宣布將對中國大陸進口的產品加徵懲罰性關稅，影響人民幣中間價昨天重貶，也影響昨天新台幣匯率表現。

再加上阿根廷及土耳其經常帳逆差不斷擴大且通膨走高，令兩國貨幣急跌。其他拉丁美洲國家如巴西及墨西哥也受阿根廷拖累，貨幣下滑。外匯交易員說，外資憂慮投資風險提高，「熱錢當然也會怕」。

外匯交易員說，隨著美元利率愈來愈高，停泊其他非美幣別已經沒有套利空間，重新持回美元最安全，帶動美元升值。月底出口商有拋匯需求，將支撐新台幣匯價，等月初出口商拋匯壓力減輕，台幣應可站穩三字頭關卡。

台股昨在國際股市普遍走跌下，大盤開低走低直探半年線，外資賣超台股逾一五二點九二億元，賣超族群以金融股為主，部分電子與鋼鐵股也慘遭外資「提款」，收盤下跌一四二點，以一?八二一點收市。

【記者沈婉玉╱台北報導】第一金控昨天召開線上法人說明會，一銀認為，美國聯準會今年將多次升息，連同國際油價屢創新高，央行有機會在年底跟進，將對擁有龐大存款基礎的國銀帶來利多，使存放利差放大，有助核心獲利提升。

一銀內部分析，新台幣升值對通膨有壓抑的作用，但國際情勢轉變，新台幣趨貶，當台灣的通貨膨脹率超過百分之二，且經濟成長率（ＧＤＰ）超過百分之三時就有升息的條件。不過，因油價近期高漲，台灣對油價敏感度高，預估央行升息的時間可能在今年底。

美國升息帶動利差上升，已經讓一銀海外獲利貢獻大幅成長，今年第一季海外分行放款成長近百分之十四，ＯＢＵ及海外分行全年獲利貢獻達百分之卅一點五。",匯銀主管認為，雖然國際市場動盪不安，資金風險趨避意識升溫，但亞洲在經濟成長及外匯存底都相對其他市場好，資金撤出速度不會太快，昨天星幣及泰銖都相對穩定，預估新台幣後續將呈緩貶的格局。
2018/5/31,壽險大利多 避險成本降低,"新台幣匯率重返「3」字頭，對出口商而言，新台幣匯率貶值，有助提振國際報價競爭力，自然樂不可支；但新台幣匯率是雙面刃，貶值有利出口，對金融業中的壽險是一大利多，卻損及進口，新台幣匯率貶值，將使進口物價變貴，不利民眾購買力。

資深匯銀主管指出，近期國際油價走高，本來就容易帶動國內物價揚升，如今新台幣匯率貶值，很可能助長國內通膨升溫，損及民眾購買力，不管是購買來自國外的進口商品，或是出口換匯，花費都會增加。

海外資產逾14兆元的壽險業，因新台幣走貶，海外投資避險成本可望再降，像國壽外幣資產3.6兆元，第1季避險成本1.32%業界最低，避險後投資收益率4.48%，國壽發言人林昭廷說，目前匯率是比1、2月好一些，但「匯率來來去去」，是否提升公司獲利，有待觀察。

據了解，這波新台幣轉貶，不少壽險公司趁勢減少傳統避險比重，也增提外匯價格變動準備金，據金管會統計，外匯價格變動準備金餘額4月已較3月上升94億元至342億元。",資深匯銀主管指出，近期國際油價走高，本來就容易帶動國內物價揚升，如今新台幣匯率貶值，很可能助長國內通膨升溫，損及民眾購買力，不管是購買來自國外的進口商品，或是出口換匯，花費都會增加。
2018/5/31,台幣貶破30 台股爆量跌,"國際利空來襲，外資昨（30）日在股匯期三殺，現貨賣超153億元，為今年第七大賣超金額，台指期淨多單大減6,668口，並匯出約8億美元（約新台幣240億元），新台幣收盤貶破30元整數大關，終場貶6.2分、收30.05元，為逾半年新低。

受國際股市重挫拖累，台股昨日開盤跌破10,900點，盤中失守10,800點，電金權值股全面走跌，終場下跌142點、收10,821點，月線、季線同步失守，成交量增至1,636億元，為今年第五大成交量。

外資昨日賣超台股153億元，投信賣超8.73億元，自營商賣超7.36億元，三大法人合計賣超169.01億元；期市方面，外資淨多單昨天大減6,668口、降至3.5萬口。

台股再度面臨10,800點保衛戰，分析師提醒，MSCI明晟對台股「雙降一升」季度調整及中國大陸A股入摩，都將在今日盤後生效，雖然外資3、4月連續調節台股，已部分反映該因素，但預期最後一盤仍會有明顯波動。

第一金投顧董事長陳奕光指出，外資大賣現貨，期貨淨多單也劇減，反映新台幣貶破整數關卡下，外資移出資金的意圖升溫，短線將壓抑行情。

匯市方面，新台幣匯率昨日收盤貶破30元整數大關，終場貶值6.2分、收30.05元，總成交量17.66億美元，為半個月來最大。央行資料顯示，主要貿易對手國韓元昨日對美元貶值0.38%，新台幣匯率則是貶值0.21%，星幣、人民幣也全數下挫，非美貨幣走勢全盤皆墨。

「出口商很樂，很久沒看到30元了，當然一直出來賣，17億美元的量，出口商就是最重要的美元供給者」，匯銀主管說。

對於新台幣匯率昨日重返「3」字頭，匯銀主管說，央行作壁上觀，放任市場自由交易，「外資一直買，壽險也跟著買，且不只歐洲亂，人民幣也很弱，新台幣現在貶值，符合亞幣潮流」，央行自然無須強加阻攔。

匯銀主管指出，新台幣匯率重返3字頭後，短期內仍將維持緩貶格局，震盪區間將下修為29.8至30.3元。

外匯交易員表示，目前市場消息幾乎都有利美元升值，像是歐洲政治風險提高、美中貿易問題加劇，使市場避險情緒升溫，外資也加速匯出，新台幣等亞洲貨幣欲強不易。","「出口商很樂，很久沒看到30元了，當然一直出來賣，17億美元的量，出口商就是最重要的美元供給者」，匯銀主管說。

對於新台幣匯率昨日重返「3」字頭，匯銀主管說，央行作壁上觀，放任市場自由交易，「外資一直買，壽險也跟著買，且不只歐洲亂，人民幣也很弱，新台幣現在貶值，符合亞幣潮流」，央行自然無須強加阻攔。

匯銀主管指出，新台幣匯率重返3字頭後，短期內仍將維持緩貶格局，震盪區間將下修為29.8至30.3元。"
2018/5/28,加碼美元資產 賺升值財,"美國啟動升息循環，國際美元未來深具升值潛力；銀行主管指出，外幣投資人可把握新台幣兌美元匯率收盤仍撐在「2」字頭的時候，選擇適合自己的高利定存方案，進行中長線布局，就能利率、匯率兩頭賺。

銀行主管認為，相較於美國，台灣等亞洲新興市場國家尚未具備連續升值的條件，估計美元指數近期的走揚，恐怕不是短短幾個月的行情，而是會一直延續到下半年。

銀行主管表示，配置美元定存等資產時，投資人要留意的除了利率，還有匯率，最好是在匯價相對低點買進，就能大幅降低長期持有的匯率風險。

「長線來看，新台幣兌美元匯率在『2』字頭時就可以買進」，匯銀主管說，特別是新台幣匯率近期呈緩貶格局，最快本周就會貶破30元大關，趁著新台幣匯率還在「2」字頭時敲進，對中長線投資人而言是比較安穩的價位。

放眼目前市面上的美元高利定存，?豐銀行12個月，年息高達3%的專案最為吸睛，承做門檻為1萬美元，6個月期則是2.6%。

走短打路線的花旗銀行，推出1個月期2.38%、14天期2.58%的高利定存專案，單筆最低承做金額為1.5萬美元。

渣打銀行的專案，12個月利率2.8%，但門檻較高、須達5萬美元，單筆承做3萬美元，6個月期優惠利率2.58%，12個月2.38%，該專案5月底截止。

星展銀行近期推出「好利成雙美元定存」專案，1年期利率2.51%，還可加碼承作美元3個月期定存，再享高利2.61%。該專案至6月底。

臺灣銀行推出的美元高利存款，單筆定存5萬美元以上且臨櫃辦理，6個月至1年期優惠年息2.5%。若以新台幣定存解約轉存、單筆5萬美元，6個月以上至1年期年息2.6%，專案至5月底止。",長線來看，新台幣兌美元匯率在『2』字頭時就可以買進」，匯銀主管說，特別是新台幣匯率近期呈緩貶格局，最快本周就會貶破30元大關，趁著新台幣匯率還在「2」字頭時敲進，對中長線投資人而言是比較安穩的價位。
2018/5/24,台幣今探30元大關,"國際美元轉強，新台幣兌美元匯率昨（23）日貶值3.8分，收在29.96元，總成交量為10.51億美元；匯銀主管指出，因昨日午後美元明顯轉強，若匯市風向不變，新台幣匯率最快今日就會貶破30元整數大關。

國際避險情緒再起，激勵美元指數上漲，外資昨日賣超逾20億元、使台股收黑，在台北匯市也湧現外資買匯潮。「午後外資突然買很兇，感覺新台幣匯率還會繼續貶」，匯銀主管說。

回顧昨日匯市交易情況，美元指數彈升至94以上，加上日圓翻升，顯示市場避險情緒升溫，影響所及，歐元、人民幣走軟，新台幣匯率也跟著貶值。

值得注意的是，相較於外資積極搶匯，出口商卻開始出現惜售風潮，若此風潮延續至今日，新台幣匯率30元整數大關很快就會被攻破。

向來為台北匯市美元供給大戶的出口商，昨日拋售美元態度轉趨保守，匯銀主管分析，出口商先前在新台幣匯率貶回29.95元時，已經出脫不少美元。",匯銀主管指出，因昨日午後美元明顯轉強，若匯市風向不變，新台幣匯率最快今日就會貶破30元整數大關。
2018/5/23,台幣升7分 終止連五貶,"國際美元漲勢暫歇，新台幣對美元匯率昨（22）日跌深反彈，終場升值7分，收29.922元，終止連五貶，總成交量萎縮至10.74億美元。

匯銀主管指出，按照歷史經驗，新台幣匯率30元整數大關本來就不容易攻破，須反覆測試後，才有機會站穩。特別是昨日國際匯市風向丕變，國際美元由強轉弱，外資見風轉舵進場大賣美元，激勵新台幣匯率升值，昨日收盤終止連五貶，新台幣匯率仍穩居「2」字頭。

「還是老話一句，30元遲早是要破的，只是現在風向不對」，匯銀主管說。

受美元指數跌破94關卡影響，非美貨幣昨日多數走強，外資紛紛獲利了結、拋售美元， 新台幣匯率跟隨非美貨幣走勢，以升值作收。

外資昨日賣超台股近10億元，中止連兩日買超，台股指數收黑，但在台北匯市，外資卻是拋售美元，呈淨匯入，激勵新台幣匯率升值。

「外資現在股匯操作常常不同調，因為長線趨勢還是美元走強，但短線他們沒什麼追價意願」，匯銀主管說。匯銀主管還說，30元整數大關看似觸手可及，但還需要國際匯市風向助攻，才有機會一舉拿下，「這兩天如果國際美元又走強了，30元隨時可能會破」。

國銀交易室主管預估，新台幣匯率短期震盪區間為29.8~30.1元。","匯銀主管指出，按照歷史經驗，新台幣匯率30元整數大關本來就不容易攻破，須反覆測試後，才有機會站穩。特別是昨日國際匯市風向丕變，國際美元由強轉弱，外資見風轉舵進場大賣美元，激勵新台幣匯率升值，昨日收盤終止連五貶，新台幣匯率仍穩居「2」字頭。

「還是老話一句，30元遲早是要破的，只是現在風向不對」，匯銀主管說。外資現在股匯操作常常不同調，因為長線趨勢還是美元走強，但短線他們沒什麼追價意願」，匯銀主管說。匯銀主管還說，30元整數大關看似觸手可及，但還需要國際匯市風向助攻，才有機會一舉拿下，「這兩天如果國際美元又走強了，30元隨時可能會破」。"
2018/5/22,隱憂緩解 美元飆至五個月新高,"美中貿易戰隱憂緩解，令投資人鬆了一口氣，激勵美元廿一日升抵五個月新高。美元兌六種一籃子貨幣的ＤＸＹ美元指數，廿一日盤中升至九四點?五八，攀抵去年十二月下旬以來的最高價位；指數稍後回檔至九十三點八六。

美國財長米努勤廿一日表示，長期來看，強勢美元對美國有利。

美元在今年四月十七日開始走升，迄今已升值逾百分之五，為二?一五年末以來的最大漲勢，當時正值美國聯準會宣布二??八年金融危機以來的首次升息前夕。

米努勤表示美中暫停貿易戰後，全球兩大經濟的貿易緊張緩和，提振市場風險情緒，美元兌日圓廿一日在亞洲盤急升百分之?點五至一一一點二四五日圓，觸及四個月高點。外匯交易商萬達駐新加坡的亞太交易主管殷內斯說，美中貿易緊張降溫可能支撐股票等，預示美元對日圓將上漲。

新台幣昨天以廿九點九九二元兌一美元作收，貶值八分，匯價連五貶並創逾五個月新低。「本周新台幣將緩步走貶」，匯銀主管分析，義大利潛在的施政方向偏向擴大政府預算，可能衝擊歐盟的財政紀律要求，不利於歐元匯價，間接提高美元指數上漲動能。近期新台幣偏弱，已消化了不少出口商賣盤，未來出口商轉趨惜售的機率高。

根據中國外匯交易中心的數據，人民幣兌美元中間價昨天報六點三八五二元兌換一美元，較前一交易日跌百分之?點八九，為今年一月廿四日來新低。收盤則跌至六點三八八八元兌換一美元，較上一個交易日大跌百分之一點二八。

美元兌歐元廿一日盤中也漲百分之?點四八至一點一七一七美元，為五個月新高。美元兌英鎊也升值百分之?點三五至一點三八五七美元，為去年十二月下旬以來最高。

但並非所有人都看好美元後市，美盛旗下的布蘭迪全球投資管理公司表示，隨著美國公債殖利率漲勢停歇，加上美國雙逆差重新成為市場關注焦點，今年底前美元將貶值百分之五。",匯銀主管分析，義大利潛在的施政方向偏向擴大政府預算，可能衝擊歐盟的財政紀律要求，不利於歐元匯價，間接提高美元指數上漲動能。近期新台幣偏弱，已消化了不少出口商賣盤，未來出口商轉趨惜售的機率高。
